346,cpu,3,1,642
347,vm,1,4,642
348,vm,5,5,643
349,cpu,3,1,644
350,vm,2,2,645
351,cpu,1,4,649
352,cpu,1,5,650
353,cpu,1,5,659
354,cpu,5,2,659
355,vm,3,2,666
356,cpu,1,4,668
357,cpu,5,4,669
358,vm,3,5,670
359,cpu,2,3,671
360,vm,2,5,672
361,vm,5,5,673
362,vm,3,5,674
363,cpu,4,5,677
364,vm,4,1,677
365,vm,1,4,677
366,cpu,1,4,677
367,vm,3,4,678
368,vm,2,2,678
369,cpu,3,5,683
370,vm,4,3,684
371,vm,2,3,686
372,cpu,1,4,687
373,vm,2,1,688
374,cpu,5,2,690
375,vm,4,1,695
376,cpu,4,3,695
377,cpu,1,1,696
378,cpu,2,5,696
379,vm,2,4,700
380,cpu,5,5,701
381,cpu,3,1,702
382,cpu,5,5,702
383,cpu,2,3,703
384,cpu,5,4,704
385,vm,1,3,708
386,cpu,2,5,708
387,cpu,4,5,708
388,vm,4,4,709
389,vm,4,2,711
390,cpu,2,3,715
391,vm,4,4,715
392,cpu,5,2,716
393,vm,2,3,717
394,cpu,5,1,717
395,cpu,3,4,720
396,vm,3,3,721
397,cpu,4,1,721
398,vm,3,1,724
399,cpu,3,5,725
400,vm,2,5,726
401,cpu,4,5,727
402,cpu,4,2,730
403,cpu,3,2,730
404,vm,5,1,735
405,vm,4,5,737
406,cpu,3,2,738
407,vm,1,2,738
408,vm,3,2,739
409,cpu,5,4,739
410,cpu,4,4,739
411,vm,5,3,743
412,cpu,5,5,744
413,cpu,2,4,744
414,vm,2,4,745
415,cpu,1,1,747
416,cpu,3,3,747
417,vm,2,1,753
418,cpu,5,2,756
419,cpu,4,2,756
420,vm,5,5,756
421,cpu,5,2,757
422,cpu,5,5,757
423,cpu,3,2,758
424,vm,5,3,760
425,vm,3,5,763
426,cpu,3,3,764
427,cpu,1,2,769
428,vm,3,1,770
429,cpu,2,3,772
430,vm,4,2,774
431,cpu,2,1,783
432,cpu,2,5,783
433,cpu,5,1,788
434,vm,4,3,788
435,cpu,2,2,790
436,vm,4,4,792
437,cpu,4,4,794
438,vm,4,3,794
439,cpu,1,2,795
440,vm,1,3,797
441,vm,4,3,797
442,vm,3,5,800
443,vm,4,2,802
444,cpu,2,1,806
445,vm,2,2,807
446,vm,2,1,807
447,vm,4,4,809
448,cpu,3,2,809
449,vm,2,2,811
450,vm,4,4,817
451,cpu,1,1,818
452,cpu,1,5,819
453,cpu,5,2,820
454,vm,1,3,823
455,vm,2,2,826
456,cpu,5,4,827
457,cpu,1,1,828
458,cpu,2,3,828
459,vm,2,4,831
460,vm,3,5,833
461,vm,3,3,834
462,vm,3,3,834
463,vm,5,3,838
464,vm,2,5,838
465,cpu,2,5,842
466,vm,2,2,842
467,cpu,4,3,844
468,cpu,1,3,847
469,vm,1,5,847
470,vm,1,3,848
471,cpu,3,3,851
472,vm,1,1,855
473,vm,5,1,857
474,vm,1,3,857
475,vm,1,4,863
476,vm,4,1,867
477,cpu,3,2,869
478,cpu,2,1,870
479,cpu,2,5,870
480,cpu,3,1,870
481,vm,2,1,871
482,cpu,4,2,879
483,vm,2,1,879
484,vm,3,5,880
485,cpu,4,5,882
486,cpu,3,3,883
487,vm,2,1,883
488,cpu,1,2,883
489,cpu,3,1,884
490,cpu,5,3,884
491,cpu,4,4,885
492,cpu,5,3,885
493,cpu,2,5,885
494,vm,4,1,886
495,cpu,1,1,887
496,cpu,5,4,888
497,cpu,1,1,889
498,vm,4,3,890
499,vm,5,5,893
500,cpu,3,4,895
501,cpu,3,3,896
502,vm,3,4,897
503,vm,1,5,899
504,cpu,4,3,902
505,cpu,4,5,903
506,cpu,4,1,906
507,cpu,3,3,908
508,cpu,2,3,909
509,vm,4,5,910
510,vm,3,3,910
511,cpu,5,1,916
512,vm,4,2,917
513,cpu,4,2,920
514,cpu,2,1,921
515,cpu,5,1,922
516,cpu,3,5,926
517,cpu,1,2,928
518,vm,3,1,929
519,cpu,2,4,929
520,cpu,5,3,934
521,vm,4,2,935
522,vm,4,1,936
523,vm,3,2,939
524,cpu,2,4,940
525,cpu,2,4,943
526,vm,4,3,943
527,vm,1,2,944
528,cpu,5,2,945
529,cpu,5,4,950
530,vm,4,5,954
531,cpu,5,4,955
532,vm,3,1,956
533,vm,4,2,956
534,cpu,4,5,957
535,cpu,5,3,958
536,vm,3,5,959
537,cpu,5,3,962
538,vm,5,1,962
539,cpu,5,4,965
540,vm,5,2,967
541,vm,3,3,970
542,vm,1,1,972
543,vm,5,4,972
544,cpu,4,1,974
545,cpu,1,1,975
546,cpu,3,3,977
547,vm,5,1,981
548,vm,1,5,983
549,cpu,5,1,984
550,vm,1,1,989
551,vm,5,2,990
552,cpu,3,1,991
553,vm,1,4,991
554,cpu,5,4,992
555,cpu,4,1,993
556,vm,1,2,1000
557,vm,4,1,1001
558,cpu,5,4,1010
559,vm,3,3,1010
560,cpu,3,4,1010
561,cpu,1,5,1016
562,cpu,4,2,1016
563,cpu,5,1,1016
564,cpu,3,2,1025
565,vm,5,1,1026
566,vm,1,5,1026
567,vm,3,4,1027
568,cpu,2,2,1029
569,vm,5,5,1029
570,vm,2,3,1030
571,cpu,5,4,1032
572,cpu,4,3,1034
573,vm,3,5,1035
574,vm,1,4,1040
575,cpu,4,2,1041
576,cpu,5,3,1043
577,cpu,5,5,1044
578,cpu,5,5,1044
579,cpu,4,1,1045
580,vm,4,4,1045
581,cpu,5,4,1046
582,cpu,2,3,1052
583,vm,5,2,1054
584,vm,5,3,1056
585,cpu,2,2,1058
586,vm,1,3,1058
587,cpu,5,4,1059
588,cpu,2,5,1059
589,cpu,3,4,1059
590,vm,3,4,1066
591,cpu,3,3,1068
592,cpu,5,2,1072
593,vm,1,2,1072
594,vm,3,2,1072
595,vm,1,5,1072
596,vm,3,3,1077
597,cpu,3,1,1082
598,cpu,1,5,1083
599,cpu,1,4,1084
600,vm,4,1,1085
601,vm,3,1,1085
602,vm,1,5,1086
603,vm,1,3,1086
604,vm,5,4,1087
605,cpu,3,3,1088
606,vm,2,1,1089
607,vm,4,1,1089
608,cpu,5,3,1090
609,vm,4,2,1090
610,vm,4,2,1093
611,cpu,5,1,1099
612,vm,4,5,1102
613,vm,4,4,1106
614,cpu,3,2,1106
615,cpu,3,3,1109
616,cpu,3,5,1111
617,vm,2,2,1111
618,cpu,2,3,1116
619,vm,4,5,1117
620,cpu,2,1,1117
621,vm,5,3,1123
622,cpu,4,3,1124
623,vm,4,2,1125
624,cpu,2,2,1128
625,cpu,2,1,1128
626,vm,5,5,1131
627,cpu,1,1,1132
628,cpu,2,1,1137
629,cpu,2,3,1139
630,vm,2,5,1140
631,cpu,4,1,1140
632,vm,4,3,1144
633,vm,3,4,1146
634,cpu,3,3,1147
635,vm,5,3,1151
636,cpu,2,1,1153
637,cpu,2,4,1153
638,cpu,4,3,1158
639,cpu,2,4,1159
640,vm,2,3,1159
641,vm,1,5,1160
642,cpu,3,1,1161
643,vm,1,4,1162
644,vm,4,4,1162
645,cpu,2,4,1167
646,cpu,2,2,1167
647,vm,5,3,1169
648,vm,2,2,1170
649,cpu,4,3,1172
650,vm,5,5,1175
651,cpu,3,1,1178
652,cpu,5,5,1178
653,vm,1,2,1180
654,cpu,5,1,1180
655,vm,2,4,1182
656,cpu,1,1,1182
657,cpu,1,2,1185
658,vm,4,2,1186
659,cpu,1,5,1187
660,vm,1,5,1190
661,cpu,4,2,1191
662,vm,4,2,1192
663,cpu,4,1,1193
664,cpu,5,2,1194
665,cpu,4,2,1197
666,vm,4,5,1197
667,cpu,3,4,1198
668,cpu,1,5,1199
669,cpu,5,3,1202
670,vm,2,3,1204
671,vm,1,3,1206
672,vm,1,1,1208
673,cpu,3,3,1208
674,vm,2,3,1211
675,cpu,2,2,1213
676,cpu,2,1,1214
677,vm,5,2,1216
678,vm,2,4,1220
679,cpu,3,5,1220
680,vm,2,1,1220
681,vm,3,3,1222
682,vm,4,3,1222
683,vm,3,2,1224
684,vm,4,4,1225
685,vm,5,3,1226
686,vm,3,5,1227
687,vm,2,3,1228
688,cpu,1,5,1229
689,vm,2,5,1229
690,vm,3,3,1230
691,vm,3,2,1231
692,cpu,2,2,1233
693,cpu,5,4,1235
694,vm,1,4,1238
695,cpu,2,2,1240
696,vm,3,4,1241
697,vm,5,4,1241
698,cpu,4,1,1241
699,vm,5,4,1246
700,cpu,4,2,1246
701,vm,2,1,1247
702,cpu,5,4,1249
703,cpu,2,5,1252
704,cpu,2,3,1252
705,vm,2,2,1257
706,vm,5,2,1266
707,vm,1,5,1268
708,vm,1,3,1269
709,vm,3,1,1274
710,cpu,2,2,1275
711,cpu,1,4,1276
712,vm,5,4,1277
713,cpu,2,5,1280
714,cpu,3,4,1282
715,cpu,3,3,1284
716,cpu,2,3,1291
717,cpu,2,3,1293
718,vm,3,2,1295
719,vm,4,4,1298
720,vm,4,3,1301
721,cpu,1,3,1301
722,vm,1,3,1302
723,cpu,5,4,1302
724,cpu,1,5,1302
725,cpu,5,5,1303
726,cpu,2,3,1306
727,vm,2,4,1308
728,cpu,1,2,1313
729,vm,1,4,1316
730,vm,1,4,1318
731,cpu,4,2,1318
732,cpu,3,2,1318
733,vm,5,5,1321
734,cpu,1,3,1322
735,vm,1,4,1324
736,cpu,4,1,1324
737,vm,5,3,1325
738,vm,4,3,1326
739,cpu,4,5,1326
740,cpu,1,4,1329
741,cpu,2,3,1330
742,cpu,1,4,1330
743,cpu,1,2,1332
744,cpu,4,3,1337
745,cpu,2,4,1341
746,cpu,2,1,1342
747,vm,4,2,1342
748,cpu,1,1,1347
749,cpu,5,3,1348
750,vm,3,5,1353
751,cpu,4,1,1356
752,vm,5,4,1358
753,vm,3,5,1358
754,cpu,2,3,1360
755,vm,2,1,1362
756,vm,4,1,1363
757,vm,5,2,1364
758,cpu,1,1,1365
759,cpu,5,4,1370
760,vm,5,2,1373
761,vm,3,5,1377
762,vm,4,2,1382
763,vm,1,4,1382
764,vm,5,4,1384
765,vm,5,4,1387
766,vm,1,2,1388
767,cpu,1,2,1389
768,vm,2,5,1393
769,vm,5,1,1393
770,cpu,1,5,1397
771,cpu,4,2,1397
772,vm,1,5,1398
773,vm,2,4,1398
774,vm,4,2,1398
775,cpu,2,5,1404
776,vm,5,2,1404
777,vm,1,1,1405
778,cpu,5,4,1424
779,cpu,5,3,1425
780,vm,1,5,1426
781,cpu,1,1,1426
782,vm,3,3,1427
783,cpu,2,1,1429
784,cpu,4,1,1433
785,cpu,4,1,1434
786,vm,4,3,1437
787,vm,3,2,1438
788,vm,3,3,1438
789,vm,5,4,1439
790,vm,4,3,1439
791,vm,4,1,1441
792,vm,3,5,1444
793,cpu,5,2,1447
794,vm,4,2,1447
795,cpu,3,5,1447
796,vm,5,3,1450
797,vm,2,3,1453
798,cpu,5,4,1455
799,vm,4,2,1456
800,cpu,5,1,1458
801,vm,5,4,1463
802,cpu,1,3,1469
803,cpu,2,1,1470
804,cpu,5,4,1471
805,cpu,1,5,1471
806,cpu,2,4,1472
807,cpu,3,4,1475
808,cpu,1,1,1476
809,vm,5,5,1477
810,vm,3,5,1477
811,vm,3,1,1479
812,cpu,5,4,1479
813,cpu,3,4,1481
814,vm,2,5,1483
815,cpu,5,2,1486
816,vm,3,3,1488
817,cpu,3,4,1488
818,cpu,1,3,1493
819,vm,1,2,1494
820,vm,4,3,1497
821,cpu,5,3,1499
822,cpu,5,4,1501
823,cpu,2,3,1502
824,cpu,3,2,1502
825,cpu,5,3,1505
826,vm,3,4,1506
827,cpu,5,5,1507
828,vm,4,5,1512
829,cpu,1,5,1514
830,cpu,5,5,1516
831,cpu,3,5,1520
832,vm,1,4,1521
833,cpu,1,4,1522
834,cpu,2,5,1528
835,cpu,1,1,1529
836,cpu,2,1,1531
837,vm,1,1,1532
838,vm,3,2,1534
839,vm,3,3,1534
840,vm,5,5,1536
841,vm,5,4,1536
842,vm,3,2,1538
843,cpu,2,2,1539
844,vm,4,5,1540
845,vm,3,1,1540
846,vm,2,1,1541
847,cpu,5,5,1543
848,vm,2,4,1543
849,vm,5,4,1544
850,vm,1,4,1546
851,cpu,4,4,1547
852,vm,2,2,1548
853,cpu,3,1,1549
854,cpu,2,5,1551
855,cpu,1,5,1551
856,cpu,4,1,1554
857,vm,4,1,1554
858,vm,1,4,1556
859,vm,1,5,1556
860,vm,5,4,1556
861,vm,3,2,1557
862,cpu,1,2,1558
863,vm,5,3,1561
864,cpu,2,1,1562
865,vm,4,2,1563
866,cpu,2,3,1564
867,cpu,1,2,1565
868,vm,4,4,1565
869,cpu,1,1,1565
870,vm,3,2,1565
871,vm,4,1,1566
872,cpu,4,2,1568
873,cpu,2,1,1569
874,vm,5,4,1570
875,cpu,4,4,1573
876,vm,2,5,1575
877,cpu,5,3,1575
878,cpu,2,5,1579
879,cpu,3,4,1586
880,vm,1,2,1587
881,vm,2,2,1587
882,vm,2,2,1589
883,cpu,5,3,1590
884,vm,3,5,1590
885,cpu,1,5,1590
886,cpu,4,1,1591
887,vm,1,5,1591
888,vm,5,1,1597
889,vm,5,4,1597
890,vm,3,5,1599
891,cpu,2,5,1600
892,vm,4,4,1603
893,cpu,1,5,1604
894,cpu,3,3,1607
895,cpu,3,5,1609
896,vm,5,2,1613
897,vm,4,1,1617
898,vm,3,2,1619
899,cpu,4,1,1620
900,cpu,4,2,1622
901,cpu,2,4,1623
902,vm,2,1,1623
903,cpu,5,1,1627
904,cpu,3,1,1627
905,vm,2,4,1629
906,cpu,2,5,1630
907,cpu,5,3,1633
908,cpu,3,1,1635
909,vm,5,2,1638
910,cpu,5,1,1646
911,vm,1,2,1649
912,vm,5,1,1652
913,cpu,3,5,1655
914,cpu,5,1,1657
915,vm,4,2,1657
916,vm,1,5,1657
917,vm,4,1,1657
918,vm,4,4,1661
919,vm,4,4,1662
920,vm,1,5,1663
921,vm,2,2,1664
922,vm,1,3,1664
923,vm,4,3,1666
924,cpu,3,4,1667
925,vm,4,2,1667
926,cpu,1,3,1669
927,vm,5,4,1670
928,cpu,3,3,1675
929,vm,3,1,1677
930,vm,2,1,1678
931,cpu,4,1,1681
932,vm,3,4,1686
933,vm,5,2,1687
934,cpu,3,5,1688
935,cpu,1,2,1692
936,cpu,2,2,1692
937,vm,4,1,1693
938,cpu,1,4,1695
939,cpu,4,5,1695
940,vm,2,2,1696
941,cpu,4,3,1697
942,vm,1,3,1697
943,cpu,5,1,1698
944,vm,5,2,1701
945,cpu,4,1,1705
946,vm,2,1,1705
947,vm,4,3,1706
948,vm,4,4,1707
949,cpu,4,3,1710
950,cpu,1,1,1710
951,cpu,5,3,1717
952,cpu,4,5,1719
953,cpu,3,2,1719
954,cpu,5,1,1723
955,cpu,3,4,1724
956,cpu,5,1,1725
957,vm,3,1,1725
958,cpu,4,3,1725
959,vm,3,4,1726
960,vm,5,1,1726
961,vm,2,3,1728
962,cpu,2,2,1729
963,vm,4,5,1729
964,vm,3,2,1731
965,cpu,2,4,1733
966,vm,4,3,1735
967,cpu,2,2,1736
968,cpu,1,1,1740
969,vm,1,1,1743
970,vm,4,5,1745
971,vm,2,5,1748
972,cpu,5,1,1748
973,vm,5,1,1750
974,cpu,2,2,1751
975,cpu,5,1,1752
976,vm,5,1,1754
977,vm,3,3,1754
978,vm,4,3,1754
979,vm,4,5,1755
980,cpu,5,1,1764
981,vm,3,2,1767
982,vm,1,3,1774
983,vm,3,3,1775
984,cpu,5,5,1776
985,vm,1,5,1777
986,vm,1,5,1777
987,cpu,3,1,1778
988,cpu,1,1,1779
989,vm,3,4,1780
990,cpu,3,5,1780
991,cpu,1,2,1781
992,vm,4,2,1781
993,cpu,1,5,1783
994,cpu,4,2,1784
995,vm,2,5,1787
996,cpu,4,2,1788
997,vm,3,3,1794
998,vm,5,5,1796
999,cpu,1,2,1800
